message,label
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,spam
Hi. Hope you had a good day. Have a better night.,ham
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham
Me i'm not workin. Once i get job...,ham
Shall i get my pouch?,ham
At home by the way,ham
Ard 530 lor. I ok then message Ì_ lor.,ham
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham
Hey come online! Use msn... We are all there,ham
Thanx 4 sending me home...,ham
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham
Why did I wake up on my own &gt;:(,ham
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam
Hey check it da. I have listed da.,ham
My uncles in Atlanta. Wish you guys a great semester.,ham
Wishing you a wonderful week.,ham
"Sorry,  in meeting I'll call you later",ham
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham
They will pick up and drop in car.so no problem..,ham
Hi. I'm always online on yahoo and would like to chat with you someday,ham
100 dating service cal;l 09064012103 box334sk38ch,spam
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,spam
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",ham
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,spam
* Will have two more cartons off u and is very pleased with shelves,ham
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham
"Cool, what time you think you can get here?",ham
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
Are you going to wipro interview today?,ham
ÌÏ called dad oredi...,ham
"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
A guy who gets used but is too dumb to realize it.,ham
You have an important customer service announcement from PREMIER.,spam
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
That's a shame! Maybe cld meet for few hrs tomo?,ham
Its a great day. Do have yourself a beautiful one.,ham
I will treasure every moment we spend together...,ham
"Aight, let me know when you're gonna be around usf",ham
Hey now am free you can call me.,ham
"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
I'll reach in ard 20 mins ok...,ham
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham
Still chance there. If you search hard you will get it..let have a try :),ham
Me too! Have a lovely night xxx,ham
Should I head straight there or what,ham
Customer place i will call you,ham
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham
I meant middle left or right?,ham
"Alright we're hooked up, where you guys at",ham
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam
Well I might not come then...,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham
"It's ok, at least armand's still around",ham
No message..no responce..what happend?,ham
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham
"Cool, text me when you head out",ham
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",ham
Yup ok...,ham
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham
You need to get up. Now.,ham
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam
Wherre's my boytoy ? :-(,ham
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",ham
I dont understand your message.,ham
I have no idea where you are,ham
"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",ham
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham
Sat right? Okay thanks... ,ham
88800 and 89034 are premium phone services call 08718711108,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
"I can. But it will tell quite long, cos i haven't finish my film yet...",ham
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
Prepare to be pounded every night...,ham
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham
Were trying to find a Chinese food place around here,ham
Hey do you want anything to buy:),ham
"The table's occupied, I'm waiting by the tree",ham
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
Hey what how about your project. Started aha da.,ham
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham
No. Thank you. You've been wonderful,ham
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ham
U're welcome... Caught u using broken english again...,ham
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham
"Hiya, probably coming home * weekend after next",ham
Dunno lei he neva say...,ham
i can call in  &lt;#&gt;  min if thats ok,ham
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,ham
We live in the next  &lt;#&gt; mins,ham
Dear i am not denying your words please,ham
ÌÏ comin to fetch us oredi...,ham
Yes i have. So that's why u texted. Pshew...missing you so much,ham
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,spam
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Anytime...,ham
Only saturday and sunday holiday so its very difficult:),ham
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam
"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",ham
I sent them. Do you like?,ham
I am in hospital da. . I will return home in evening,ham
ARE YOU IN TOWN? THIS IS V. IMPORTANT,ham
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",ham
Do u noe how 2 send files between 2 computers?,ham
Great! So what attracts you to the brothas?,ham
"Tonight? Yeah, I'd be down for that",ham
Yupz... I've oredi booked slots 4 my weekends liao... ,ham
"I guess you could be as good an excuse as any, lol.",ham
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ham
